0.000000000	0.000000000
0.000000485	0.001516689
0.000002091	0.003212402
0.000004630	0.004811483
0.000007972	0.006330821
0.000012145	0.007821471
0.000017384	0.009357594
0.000023473	0.010867030
0.000031494	0.012573386
0.000040041	0.014158111
0.000049516	0.015720600
0.000059631	0.017224540
0.000071621	0.018843135
0.000085796	0.020582283
0.000098064	0.021968644
0.000114405	0.023679723
0.000130354	0.025228825
0.000148314	0.026857048
0.000164974	0.028275818
0.000183325	0.029752734
0.000207799	0.031604300
0.000225721	0.032886984
0.000250103	0.034547056
0.000276854	0.036271049
0.000300089	0.037696862
0.000325079	0.039165183
0.000355437	0.040868945
0.000384546	0.042429936
0.000415792	0.044035613
0.000449312	0.045686654
0.000480615	0.047168867
0.000518791	0.048906743
0.000549182	0.050240789
0.000586659	0.051831299
0.000626417	0.053458748
0.000668576	0.055123543
0.000706712	0.056580354
0.000746785	0.058065132
0.000796104	0.059833258
0.000840667	0.061379447
0.000887444	0.062954342
0.000936529	0.064558163
0.000988020	0.066191124
0.001032833	0.067574167
0.001088997	0.069261090
0.001137850	0.070689375
0.001199045	0.072430921
0.001252246	0.073904983
0.001307530	0.075400018
0.001376725	0.077222111
0.001436835	0.078763638
0.001499255	0.080326446
0.001564058	0.081910622
0.001631321	0.083516253
0.001686949	0.084816099
0.001758838	0.086460545
0.001833412	0.088126663
0.001910754	0.089814521
0.001974669	0.091180339
0.002057210	0.092907494
0.002125398	0.094304823
0.002213426	0.096071466
0.002286122	0.097500452
0.002370402	0.099125026
0.002447581	0.100584022
0.002547150	0.102427903
0.002629323	0.103918779
0.002713800	0.105423851
0.002800634	0.106943134
0.002889878	0.108476642
0.002981587	0.110024387
0.003087783	0.111782737
0.003184917	0.113360765
0.003284694	0.114953055
0.003387171	0.116559609
0.003492408	0.118180430
0.003586796	0.119610265
0.003697371	0.121257835
0.003810882	0.122919669
0.003912655	0.124385379
0.004031840	0.126073940
0.004138677	0.127563024
0.004247945	0.129063004
0.004375864	0.130790705
0.004490493	0.132314007
0.004607694	0.133848177
0.004727514	0.135393202
0.004849999	0.136949071
0.004975197	0.138515768
0.005103154	0.140093280
0.005233921	0.141681590
0.005367544	0.143280681
0.005504074	0.144890534
0.005643560	0.146511129
0.005765504	0.147908661
0.005910614	0.149549151
0.006058826	0.151200322
0.006188365	0.152624007
0.006342475	0.154294948
0.006499837	0.155976499
0.006637338	0.157426163
0.006800880	0.159127344
0.006943758	0.160593790
0.007089172	0.162067951
0.007262084	0.163797637
0.007413113	0.165288447
0.007592674	0.167037501
0.007749484	0.168544861
0.007909019	0.170059825
0.008071316	0.171582369
0.008236411	0.173112470
0.008432619	0.174907217
0.008603903	0.176453608
0.008778102	0.178007478
0.008955254	0.179568801
0.009135398	0.181137549
0.009318570	0.182713696
0.009504811	0.184297214
0.009694157	0.185888074
0.009886650	0.187486249
0.010082326	0.189091707
0.010281227	0.190704420
0.010483391	0.192324355
0.010654372	0.193679714
0.010862624	0.195312811
0.011074252	0.196953041
0.011289299	0.198600372
0.011471133	0.199978463
0.011692552	0.201638724
0.011917505	0.203305989
0.012107684	0.204700616
0.012339224	0.206380631
0.012574416	0.208067549
0.012773217	0.209478476
0.013015214	0.211177956
0.013219745	0.212599297
0.013468689	0.214311211
0.013679069	0.215742861
0.013935104	0.217467081
0.014151453	0.218908930
0.014414724	0.220645323
0.014637164	0.222097259
0.014862412	0.223553742
0.015136470	0.225307597
0.015367986	0.226774000
0.015649641	0.228539689
0.015887549	0.230015892
0.016128404	0.231496511
0.016372232	0.232981520
0.016668802	0.234769399
0.016919259	0.236263975
0.017172771	0.237762860
0.017429364	0.239266026
0.017741398	0.241075550
0.018004862	0.242588042
0.018271490	0.244104730
0.018541309	0.245625586
0.018814346	0.247150585
0.019090626	0.248679697
0.019426503	0.250520135
0.019710013	0.252058200
0.019996852	0.253600290
0.020287046	0.255146375
0.020580621	0.256696427
0.020877606	0.258250417
0.021178025	0.259808316
0.021481907	0.261370095
0.021789277	0.262935724
0.022100163	0.264505174
0.022414591	0.266078414
0.022732588	0.267655415
0.023054181	0.269236146
0.023379398	0.270820577
0.023708264	0.272408678
0.024040808	0.274000416
0.024377055	0.275595762
0.024648720	0.276874537
0.024991702	0.278476297
0.025338463	0.280081577
0.025689030	0.281690344
0.026043430	0.283302568
0.026401691	0.284918216
0.026763839	0.286537255
0.027056356	0.287834827
0.027425568	0.289459890
0.027798743	0.291088253
0.028175907	0.292719885
0.028480510	0.294027441
0.028864923	0.295664871
0.029253401	0.297305477
0.029645970	0.298949225
0.029962970	0.300266382
0.030362971	0.301915700
0.030767138	0.303568066
0.031134462	0.305057728
0.031546620	0.306715791
0.031879380	0.308044285
0.032299195	0.309707631
0.032723301	0.311373864
0.033065674	0.312708825
0.033497572	0.314380167
0.033933835	0.316054300
0.034285986	0.317395510
0.034730173	0.319074577
0.035088697	0.320419688
0.035540894	0.322103575
0.035997577	0.323790091
0.036366148	0.325141090
0.036830971	0.326832247
0.037206088	0.328186914
0.037679136	0.329882598
0.038060865	0.331240839
0.038542220	0.332940935
0.038979403	0.334473027
0.039420371	0.336007038
0.039865143	0.337542939
0.040313739	0.339080706
0.040766175	0.340620312
0.041222471	0.342161729
0.041682645	0.343704933
0.042094946	0.345078105
0.042614702	0.346796601
0.043033975	0.348172831
0.043562487	0.349895091
0.043988796	0.351274285
0.044526143	0.353000190
0.044959552	0.354382252
0.045450948	0.355938606
0.045946380	0.357496507
0.046390154	0.358882543
0.046949428	0.360616855
0.047400453	0.362005525
0.047911749	0.363569187
0.048369678	0.364960256
0.048946723	0.366700742
0.049412022	0.368094257
0.049939438	0.369663270
0.050411752	0.371059007
0.051006851	0.372805210
0.051486650	0.374203204
0.051969795	0.375602171
0.052578485	0.377352325
0.053069199	0.378753409
0.053563295	0.380155404
0.054185727	0.381909254
0.054687474	0.383313226
0.055192640	0.384718045
0.055828961	0.386475339
0.056341858	0.387881995
0.056858210	0.389289435
0.057443266	0.390873768
0.057966993	0.392282813
0.058560373	0.393868901
0.059091523	0.395279463
0.059693280	0.396867209
0.060231900	0.398279200
0.060842087	0.399868506
0.061388223	0.401281840
0.062006891	0.402872608
0.062560588	0.404287198
0.063187788	0.405879330
0.063749091	0.407295088
0.064313987	0.408711367
0.064953824	0.410305327
0.065526390	0.411722646
0.066174879	0.413317728
0.066755157	0.414736002
0.067339078	0.416154695
0.068000375	0.417751249
0.068592069	0.419170769
0.069187434	0.420590647
0.069861639	0.422188464
0.070464834	0.423609042
0.071071728	0.425029919
0.071758936	0.426628788
0.072373717	0.428050238
0.072992222	0.429471926
0.073692524	0.431071638
0.074318971	0.432493772
0.074949167	0.433916087
0.075583120	0.435338562
0.076300841	0.436939065
0.076942804	0.438361820
0.077588548	0.439784677
0.078238080	0.441207616
